KEGG_Pathway,Num_genes
-,1745
"ko03010,map03010",77
"ko02010,map02010",31
"ko00970,map00970",23
"ko02020,map02020",21
"ko00190,ko01100,map00190,map01100",16
"ko00190,ko00195,ko01100,map00190,map00195,map01100",12
"ko00230,map00230",12
"ko00790,ko01100,map00790,map01100",11
"ko03070,ko05111,map03070,map05111",11
"ko00240,ko01100,map00240,map01100",10
"ko00540,ko01100,map00540,map01100",10
"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",10
"ko03018,map03018",10
"ko03440,map03440",10
"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",9
"ko02024,ko03060,ko03070,map02024,map03060,map03070",9
"ko00130,ko01100,ko01110,map00130,map01100,map01110",8
"ko00330,ko01100,map00330,map01100",8
"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",8
"ko02025,map02025",8
"ko04122,map04122",8
"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130",7
"ko01501,ko02010,ko02024,map01501,map02010,map02024",7
"ko00190,ko01100,ko02020,map00190,map01100,map02020",6
"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",6
"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",6
"ko00500,ko01100,map00500,map01100",6
"ko00520,ko01100,map00520,map01100",6
"ko00550,map00550",6
"ko00780,ko01100,map00780,map01100",6
"ko02024,map02024",6
"ko02025,ko03070,map02025,map03070",6
"ko03060,ko03070,map03060,map03070",6
"ko03410,map03410",6
"ko03430,map03430",6
"ko05111,map05111",6
"ko00040,ko01100,map00040,map01100",5
"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212",5
"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",5
"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",5
"ko00562,ko01100,ko01120,map00562,map01100,map01120",5
"ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200",4
"ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016",4
"ko00230,ko01100,map00230,map01100",4
"ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213",4
"ko00250,ko01100,ko01110,map00250,map01100,map01110",4
"ko00270,ko01100,map00270,map01100",4
"ko00404,ko01130,map00404,map01130",4
"ko00430,ko00460,ko00480,ko01100,map00430,map00460,map00480,map01100",4
"ko00480,ko01100,map00480,map01100",4
"ko00520,map00520",4
"ko00564,ko01100,map00564,map01100",4
"ko00920,ko01100,ko01120,map00920,map01100,map01120",4
"ko01503,ko02020,map01503,map02020",4
"ko02020,ko02025,ko02026,ko02040,ko05111,map02020,map02025,map02026,map02040,map05111",4
"ko02020,ko02025,map02020,map02025",4
"ko02026,map02026",4
"ko00140,ko00600,map00140,map00600",3
"ko00190,ko03018,map00190,map03018",3
"ko00190,map00190",3
"ko00230,ko00240,ko01100,map00230,map00240,map01100",3
"ko00240,ko00250,ko01100,map00240,map00250,map01100",3
"ko00240,ko00983,ko01100,map00240,map00983,map01100",3
"ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230",3
"ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230",3
"ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",3
"ko00380,ko00630,ko01100,map00380,map00630,map01100",3
"ko00380,ko01100,map00380,map01100",3
"ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025",3
"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",3
"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",3
"ko00500,ko01100,ko01110,map00500,map01100,map01110",3
"ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070",3
"ko00550,ko01501,map00550,map01501",3
"ko00740,ko01100,ko01110,map00740,map01100,map01110",3
"ko00760,ko01100,map00760,map01100",3
"ko00790,map00790",3
"ko00860,ko01100,ko01110,map00860,map01100,map01110",3
"ko00910,ko01120,map00910,map01120",3
"ko00920,map00920",3
"ko01501,ko01503,map01501,map01503",3
"ko01501,map01501",3
"ko01503,ko04217,map01503,map04217",3
"ko02010,ko02020,map02010,map02020",3
"ko03030,map03030",3
"ko03070,map03070",3
"ko03420,map03420",3
"ko04614,map04614",3
KEGG_Pathway,2
"ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200",2
"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230",2
"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200",2
"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230",2
"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230",2
"ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130",2
"ko00010,ko00071,ko00350,ko00625,ko00626,ko00680,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,ko05204,map00010,map00071,map00350,map00625,map00626,map00680,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01200,map01220,map05204",2
"ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200",2
"ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200",2
"ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200",2
"ko00030,ko00053,ko00930,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,map00030,map00053,map00930,map01100,map01110,map01120,map01130,map01200,map01220",2
"ko00030,ko00630,ko01100,ko01120,ko01200,map00030,map00630,map01100,map01120,map01200",2
"ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230",2
"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230",2
"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200",2
"ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130",2
"ko00030,ko01100,ko01120,map00030,map01100,map01120",2
"ko00030,map00030",2
"ko00051,ko00520,ko01100,map00051,map00520,map01100",2
"ko00052,ko00520,ko01100,map00052,map00520,map01100",2
"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212",2
"ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212",2
"ko00071,ko00072,ko00280,ko00281,ko00310,ko00362,ko00380,ko00592,ko00620,ko00630,ko00640,ko00642,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00281,map00310,map00362,map00380,map00592,map00620,map00630,map00640,map00642,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020",2
"ko00072,ko00650,ko01100,map00072,map00650,map01100",2
"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",2
"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230",2
"ko00230,ko00240,ko00250,ko01100,ko01110,ko01130,map00230,map00240,map00250,map01100,map01110,map01130",2
"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",2
"ko00230,ko00240,ko00983,ko01100,ko01110,ko01130,ko04016,map00230,map00240,map00983,map01100,map01110,map01130,map04016",2
"ko00230,ko00240,map00230,map00240",2
"ko00230,ko00983,ko01100,map00230,map00983,map01100",2
"ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523",2
"ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230",2
"ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230",2
"ko00260,ko00564,ko01100,ko01110,map00260,map00564,map01100,map01110",2
"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",2
"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",2
"ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",2
"ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230",2
"ko00260,map00260",2
"ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230",2
"ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230",2
"ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230",2
"ko00270,ko00480,ko01100,map00270,map00480,map01100",2
"ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230",2
"ko00280,ko00410,ko00562,ko00640,ko01100,ko01200,map00280,map00410,map00562,map00640,map01100,map01200",2
"ko00280,ko01100,map00280,map01100",2
"ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230",2
"ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230",2
"ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230",2
"ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230",2
"ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120",2
"ko00330,map00330",2
"ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230",2
"ko00340,ko01100,map00340,map01100",2
"ko00450,map00450",2
"ko00480,ko00590,ko04918,map00480,map00590,map04918",2
"ko00520,ko00550,ko01100,map00520,map00550,map01100",2
"ko00520,ko01100,ko01130,map00520,map01100,map01130",2
"ko00562,map00562",2
"ko00564,ko01100,ko01110,map00564,map01100,map01110",2
"ko00564,ko01110,map00564,map01110",2
"ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200",2
"ko00620,map00620",2
"ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523",2
"ko00670,ko00970,map00670,map00970",2
"ko00730,ko01100,map00730,map01100",2
"ko00770,ko01100,map00770,map01100",2
"ko00785,ko01100,map00785,map01100",2
"ko00790,ko01100,ko04122,map00790,map01100,map04122",2
"ko00900,ko01110,map00900,map01110",2
"ko01040,map01040",2
"ko02010,ko02020,ko05152,map02010,map02020,map05152",2
"ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111",2
"ko03008,map03008",2
"ko03013,map03013",2
"ko03030,ko03430,ko03440,map03030,map03430,map03440",2
"ko03030,ko04112,map03030,map04112",2
"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko03320,ko04068,ko04151,ko04152,ko04910,ko04920,ko04922,ko04931,ko04964,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map03320,map04068,map04151,map04152,map04910,map04920,map04922,map04931,map04964",1
"ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130",1
"ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130",1
"ko00010,ko00030,ko00051,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00051,map00500,map00520,map01100,map01110,map01120,map01130,map01200",1
"ko00010,ko00030,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130",1
"ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200",1
"ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130",1
"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",1
"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230",1
"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230",1
"ko00010,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00520,map01100,map01110,map01120,map01130,map01200",1
"ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066",1
"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010",1
"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230",1
"ko00010,ko01120,map00010,map01120",1
"ko00020,ko00270,ko00620,ko00630,ko00680,ko00710,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00270,map00620,map00630,map00680,map00710,map00720,map01100,map01110,map01120,map01130,map01200",1
"ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200",1
"ko00020,ko00480,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146",1
"ko00020,ko00480,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146",1
